SAMPLE	GENOME	TOT_RDS	TOT_BP	Size	MEAN_COV	COM_FRAC
ET_SCN_2	scnpilot_dereplicated_Dysgonomonas_1	2	300	4410792	6.8e-05	2.55e-07
ET_SCN_2	scnpilot_dereplicated_Enterobacter_1	8791	1317832	5013079	0.262878762	0.000985925
ET_SCN_2	scnpilot_dereplicated_Flavobacteriia_1	0	0	3521150	0	0
ET_SCN_2	scnpilot_dereplicated_Flavobacterium_1	0	0	3801142	0	0
ET_SCN_2	scnpilot_dereplicated_Legionella_1	2583	387273	4167318	0.092930993	0.000348537
ET_SCN_2	scnpilot_dereplicated_Leifsonia_1	3846	576675	4475315	0.128856851	0.000483277
ET_SCN_2	scnpilot_dereplicated_Magnetospirillum_1	39	5850	4273527	0.001368893	5.13e-06
ET_SCN_2	scnpilot_dereplicated_Mesorhizobium_2	223	33448	3923245	0.008525596	3.2e-05
ET_SCN_2	scnpilot_dereplicated_Microbacterium_3	0	0	3478756	0	0
ET_SCN_2	scnpilot_dereplicated_Microbacterium_4	557	83483	3517424	0.02373413	8.9e-05
ET_SCN_2	scnpilot_dereplicated_Microbacterium_5	71	10647	3129463	0.003402181	1.28e-05
ET_SCN_2	scnpilot_dereplicated_Microbacterium_6	0	0	3139230	0	0
ET_SCN_2	scnpilot_dereplicated_Microbacterium_7	41	6144	2908404	0.002112499	7.92e-06
ET_SCN_2	scnpilot_dereplicated_Micrococcales_2	405	60734	2404392	0.025259608	9.47e-05
ET_SCN_2	scnpilot_dereplicated_Micrococcales_3	0	0	3818346	0	0
ET_SCN_2	scnpilot_dereplicated_Mucilaginibacter_1	0	0	4167186	0	0
ET_SCN_2	scnpilot_dereplicated_Myxococcales_1	0	0	11892526	0	0
ET_SCN_2	scnpilot_dereplicated_Nitrobacter_2	1025	153559	3540405	0.043373286	0.000162671
ET_SCN_2	scnpilot_dereplicated_Paludibacter_1	4	600	4182621	0.000143451	5.38e-07
ET_SCN_2	scnpilot_dereplicated_Pandoraea_1	4473	670510	4875685	0.137521189	0.000515772
ET_SCN_2	scnpilot_dereplicated_Planctomycetales_1	2845	426468	7731496	0.055159829	0.000206877
ET_SCN_2	scnpilot_dereplicated_Pseudonocardia_1	193	28377	7090563	0.00400208	1.5e-05
ET_SCN_2	scnpilot_dereplicated_Rhizobiales_1	1922	288155	5132883	0.056139016	0.000210549
ET_SCN_2	scnpilot_dereplicated_Rhizobiales_6	962	144106	4143367	0.034779927	0.000130442
ET_SCN_2	scnpilot_dereplicated_Rhizobium_2	0	0	4625786	0	0
ET_SCN_2	scnpilot_dereplicated_Rhodobacterales_1	0	0	4679666	0	0
ET_SCN_2	scnpilot_dereplicated_Rhodospirillales_2	1331	199582	6483964	0.030780862	0.000115443
ET_SCN_2	scnpilot_dereplicated_Solirubrobacterales_2	1226	183770	4207762	0.043674048	0.000163799
ET_SCN_2	scnpilot_dereplicated_Sphingobacteriales_3	38	5699	5487359	0.001038569	3.9e-06
ET_SCN_2	scnpilot_dereplicated_Sphingobacteriales_5	0	0	3133412	0	0
ET_SCN_2	scnpilot_dereplicated_Sphingobacteriales_6	15	2246	6139489	0.000365828	1.37e-06
ET_SCN_2	scnpilot_dereplicated_Sphingobium_2	29	4350	3996113	0.001088558	4.08e-06
ET_SCN_2	scnpilot_dereplicated_Sphingomonadales_1	0	0	3512439	0	0
ET_SCN_2	scnpilot_dereplicated_Sphingomonas_1	1888	282769	4000194	0.070688822	0.000265118
ET_SCN_2	scnpilot_dereplicated_Sphingomonas_3	811	121604	5385678	0.022579144	8.47e-05
ET_SCN_2	scnpilot_dereplicated_Sphingopyxis_1	4	600	3291164	0.000182306	6.84e-07
ET_SCN_2	scnpilot_dereplicated_Stenotrophomonas_1	0	0	3693706	0	0
ET_SCN_2	scnpilot_dereplicated_TM7_1	0	0	904897	0	0
ET_SCN_2	scnpilot_dereplicated_Thiobacillus_2	76	11399	2906018	0.00392255	1.47e-05
ET_SCN_2	scnpilot_dereplicated_Thiobacillus_3	39740	5958095	3213355	1.85416644	0.006954039
ET_SCN_2	scnpilot_dereplicated_Thiobacillus_5	11	1650	2896222	0.000569708	2.14e-06
ET_SCN_2	scnpilot_dereplicated_Xanthomonadales_2	0	0	5810929	0	0
ET_SCN_2	scnpilot_dereplicated_Xanthomonadales_3	0	0	3747714	0	0
ET_SCN_3	2019_SCN_bioreactor_inoc_reactora_Parvibaculum_lavamentivorans_64_9	0	0	2169045	0	0
ET_SCN_3	2019_SCN_bioreactor_inoc_reactorb_Clostridiales_33_7	0	0	2768656	0	0
ET_SCN_3	2019_SCN_bioreactor_inoc_reactorb_Micrococcales_71_5	77397	11604358	2321692	4.998233185	0.019430679
ET_SCN_3	2019_SCN_bioreactor_t0_Stenotrophomonas_maltophilia_67_6	214	31963	2741033	0.011660932	4.53e-05
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Bacteria_60_83	5247	786699	4926059	0.159701498	0.000620841
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Bacteroidetes_44_32	18	2700	5604790	0.000481731	1.87e-06
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Cellulomonas_74_9	3767	564727	1978896	0.285374775	0.001109397
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Enterobacter_55_10	151	22630	4531288	0.004994165	1.94e-05
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Flavobacteriales_36_17	69	10347	3456031	0.002993897	1.16e-05
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Gammaproteobacteria_65_65	25882	3880061	3431684	1.130658009	0.004395444
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Legionellales_40_39	130	19491	3217128	0.006058509	2.36e-05
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Microbacterium_71_12	13285	1991233	3035962	0.655882056	0.002549748
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Micrococcales_70_15	5306	795241	2203065	0.360970285	0.001403275
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Micrococcales_73_29	25148	3770881	3783799	0.996585971	0.003874237
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Pseudonocardia_dioxanivorans_73_113	351011	52621184	6259414	8.406726892	0.032681231
ET_SCN_3	2019_SCN_bioreactor_t1_biofilm_Verrucomicrobia_66_15	61	9149	4635063	0.001973867	7.67e-06
ET_SCN_3	2019_SCN_bioreactor_t1_planktonic_Alphaproteobacteria_67_63	9016	1351721	5503510	0.24561071	0.000954814
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Acidovorax_65_56	13535	2029655	5190320	0.391046217	0.001520196
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Alphaproteobacteria_70_37	13926	2087797	4857358	0.42982152	0.001670935
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Herbaspirillum_63_171	115273	17284175	5554569	3.111704076	0.012096779
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Hyphomicrobium_denitrificans_61_11	39705	5952605	2933659	2.029071886	0.007888036
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Novosphingobium_sp_MD-1_67_8	1169	175308	3432314	0.051075747	0.000198557
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Sphingobacteriales_50_15	395395	59283047	9343152	6.345080012	0.024666559
ET_SCN_3	2019_SCN_bioreactor_t2_biofilm_Xanthomonadales_71_37	1446	216821	2596304	0.083511407	0.000324651
ET_SCN_3	2019_SCN_bioreactor_t2_plantonic_Alphaproteobacteria_70_36	17487	2621674	5884952	0.445487746	0.001731838
ET_SCN_3	2019_SCN_bioreactor_t2_plantonic_Sphingomonadales_63_2074	325609	48818928	3756989	12.99416315	0.050514933
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Acidobacteriales_60_11	4708	705761	4117645	0.171399186	0.000666316
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_40_21	841	126108	6135429	0.020554064	7.99e-05
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Bacteroidetes_44_17	271080	40644514	6069571	6.696439336	0.026032472
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Devosia_66_11	92	13795	4285650	0.003218882	1.25e-05
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Leifsonia_71_11	33160	4971668	3034240	1.638521673	0.006369769
ET_SCN_3	2019_SCN_bioreactor_t3_biofilm_Verrucomicrobia_59_10	83527	12523365	3637044	3.443281137	0.013385788
ET_SCN_3	2019_SCN_bioreactor_t3_planktonic_Azospirillum_lipoferum_68_106	8226	1233401	5405113	0.228191529	0.000887097
ET_SCN_3	2019_SCN_bioreactor_t3_planktonic_Klebsiella_oxytoca_56_23	924077	138557021	5785362	23.94958535	0.093104242
ET_SCN_3	2019_SCN_bioreactor_t3_planktonic_Planctomycetes_54_6	7992	1198391	5229224	0.229171862	0.000890908
ET_SCN_3	2019_SCN_bioreactor_t4_biofilm_Comamonas_61_10	42434	6362388	5354488	1.188234617	0.004619273
ET_SCN_3	2019_SCN_bioreactor_t4_planktonic_Bacteroidetes_43_45	26172	3924290	4229238	0.927895285	0.003607202
ET_SCN_3	Bacteroides_thetaiotaomicron_VPI_5482_GCF_000011065.1	21984	3296096	6293399	0.523738603	0.002036039
ET_SCN_3	CN18_26_2_15_R1_F_uSCNPILOT_CONT_500_BF_Rhizobiales_64_17_64_27	8676	1300833	4633717	0.280732078	0.001091349
ET_SCN_3	CN18_26_2_15_R4_P_Melainabacteria_51_74	349	52220	4615792	0.011313335	4.4e-05
ET_SCN_3	CN18_30_10_14_R2_B_Alphaproteobacteria_67_12	277	41528	5684320	0.007305711	2.84e-05
ET_SCN_3	E.coli_WM3604_scaffold_min1000	2527	378810	4612074	0.082134415	0.000319298
ET_SCN_3	SCN18_10_11_15_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_12	316	47388	4665019	0.010158158	3.95e-05
ET_SCN_3	SCN18_10_11_15_R1_B_SCNPILOT_EXPT_1000_BF_Rhizobiales_63_7_63_17	36	5399	6549139	0.000824383	3.2e-06
ET_SCN_3	SCN18_10_11_15_R1_B_Solirubrobacterales_67_19	2	300	3216134	9.33e-05	3.63e-07
ET_SCN_3	SCN18_10_11_15_R1_P_Microbacterium_71_863	30	4500	3864224	0.001164529	4.53e-06
ET_SCN_3	SCN18_10_11_15_R3_B_Afipia_64_1782_curated	833223	124915862	3548607	35.20137958	0.136845699
ET_SCN_3	SCN18_10_11_15_R3_B_Rhizobiales_63_59	454	68088	7452781	0.009135919	3.55e-05
ET_SCN_3	SCN18_10_11_15_R4_P_Reyranella_68_349	97	14483	6472661	0.002237565	8.7e-06
ET_SCN_3	SCN18_10_11_15_R4_P_Rhizobiales_68_13	23267	3488478	5537263	0.630000417	0.002449133
ET_SCN_3	SCN18_10_11_15_R4_P_SCNPILOT_CONT_750_P_Caedibacter_acanthamoebae_37_11_38_20	10	1500	1645883	0.000911365	3.54e-06
ET_SCN_3	SCN18_10_11_15_R4_P_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_29_136	0	0	2121440	0	0
ET_SCN_3	SCN18_10_11_15_R4_P_Sphingobacteriales_45_140	0	0	3943039	0	0
ET_SCN_3	SCN18_10_11_15_R5_B_Rhizobiales_67_21	11	1630	8382456	0.000194454	7.56e-07
ET_SCN_3	SCN18_10_11_15_R5_B_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_64_12	78630	11788774	7086805	1.663482204	0.006466803
ET_SCN_3	SCN18_10_11_15_R5_P_Alphaproteobacteria_68_131	3952	592595	7539962	0.078593897	0.000305535
ET_SCN_3	SCN18_10_11_15_R5_P_Candidatus_Caedibacter_acanthamoebae_SCNPILOT_EXPT_500_P_38_48_38_48	8	1200	1997675	0.000600698	2.34e-06
ET_SCN_3	SCN18_13_7_16_R1_B_Burkholderiales_69_20	257	38537	3916558	0.009839507	3.83e-05
ET_SCN_3	SCN18_13_7_16_R1_B_Mesorhizobium_65_18	683	102426	4818058	0.021258773	8.26e-05
ET_SCN_3	SCN18_13_7_16_R1_B_Nakamurella_69_21	428	64186	4497244	0.014272297	5.55e-05
ET_SCN_3	SCN18_13_7_16_R1_B_SCNpilot_P_inoc_Stenotrophomonas_69_27_68_91	236	35360	4001815	0.008835991	3.43e-05
ET_SCN_3	SCN18_13_7_16_R1_B_Solirubrobacterales_68_13	24	3600	2489084	0.001446315	5.62e-06
ET_SCN_3	SCN18_13_7_16_R1_B_Xanthomonadales_69_60	4	600	3386114	0.000177194	6.89e-07
ET_SCN_3	SCN18_13_7_16_R3_B_Actinobacteria_70_9	34208	5128276	4508133	1.137560937	0.004422279
ET_SCN_3	SCN18_13_7_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_63_31	20351	3051050	4726775	0.645482385	0.002509319
ET_SCN_3	SCN18_13_7_16_R3_B_SCN_Thiomonas_15x_64_19	1766036	264792876	3414391	77.55200737	0.301484169
ET_SCN_3	SCN18_13_7_16_R4_B_Burkholderiales_66_10	6	900	6110206	0.000147295	5.73e-07
ET_SCN_3	SCN18_13_7_16_R4_B_Burkholderiales_68_29	180	26994	6729370	0.004011371	1.56e-05
ET_SCN_3	SCN18_14_9_16_R1_B_Chryseobacterium_40_24	108	16191	3048146	0.005311753	2.06e-05
ET_SCN_3	SCN18_14_9_16_R1_B_Rhizobiales_65_9	36	5400	5013351	0.001077124	4.19e-06
ET_SCN_3	SCN18_14_9_16_R1_B_SCNpilot_P_inoc_Kapabacteria_57_18_59_45	0	0	3253864	0	0
ET_SCN_3	SCN18_14_9_16_R2_B_Alphaproteobacteria_64_15	8813	1321336	6313041	0.209302617	0.000813666
ET_SCN_3	SCN18_14_9_16_R3_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_60_10	7	1050	3129718	0.000335493	1.3e-06
ET_SCN_3	SCN18_14_9_16_R3_B_SCNPILOT_EXPT_1000_BF_Sphingobacteriia_40_10_37_82	0	0	3329790	0	0
ET_SCN_3	SCN18_14_9_16_R4_B_Actinobacteria_68_6	0	0	1814631	0	0
ET_SCN_3	SCN18_14_9_16_R4_B_SCNPILOT_EXPT_300_BF_Sphingomonadales_67_9_67_9	367	54960	2933246	0.018736921	7.28e-05
ET_SCN_3	SCN18_14_9_16_R5_B_Filimonas_42_18	1	150	6151592	2.44e-05	9.48e-08
ET_SCN_3	SCN18_14_9_16_R5_B_Mesorhizobium_63_3	1440	215758	6235509	0.034601506	0.000134514
ET_SCN_3	SCN18_25_1_16_R1_B_Burkholderiales_68_8	14	2099	2409378	0.000871179	3.39e-06
ET_SCN_3	SCN18_25_1_16_R1_B_Chitinophagaceae_40_177	135	20223	4101688	0.004930409	1.92e-05
ET_SCN_3	SCN18_25_1_16_R1_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47_62_13	5350	802188	5170539	0.155145914	0.000603131
ET_SCN_3	SCN18_25_1_16_R1_B_SCN_Comamonas_36x_67_66	120	17993	3347540	0.005374992	2.09e-05
ET_SCN_3	SCN18_25_1_16_R2_B_Alphaproteobacteria_70_11	6545	981318	4340141	0.226102793	0.000878977
ET_SCN_3	SCN18_25_1_16_R2_B_SCNPILOT_CONT_300_BF_Rhizobiales_62_47-related_62_30	56	8397	5027196	0.001670315	6.49e-06
ET_SCN_3	SCN18_25_1_16_R3_B_Rudaea_64_147	3279	491729	5517738	0.08911786	0.000346447
ET_SCN_3	SCN18_25_1_16_R3_B_SCNPILOT_CONT_1000_P_Gammaproteobacteria_novel_39_13_39_37	20	3000	3677198	0.000815839	3.17e-06
ET_SCN_3	SCN18_25_1_16_R4_B_SCNPILOT_SOLID2_TRIM150_Afipia_61_20_61_46	4016	602167	3896152	0.154554288	0.000600831
ET_SCN_3	SCN18_25_1_16_R5_B_Rhizobiales_60_7	4369	655096	4184928	0.156536982	0.000608539
ET_SCN_3	SCN18_25_8_15_R2_B_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_66_16	1	150	4890684	3.07e-05	1.19e-07
ET_SCN_3	SCN18_25_8_15_R2_B_CN-SCN_Microbacterium_18x_70_9	2	300	3048282	9.84e-05	3.83e-07
ET_SCN_3	SCN18_25_8_15_R2_B_Nitrosospira_multiformis_SCNPILOT_SOLID_1_TRIM150_Nitrosospira_54_27_54_34	14	2097	3018418	0.000694735	2.7e-06
ET_SCN_3	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Altererythrobacter_66_12_66_16	32	4799	3158237	0.001519519	5.91e-06
ET_SCN_3	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_1000_BF_Devosia_62_26-related_62_9	21	3149	4234864	0.000743589	2.89e-06
ET_SCN_3	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_72_69	7	1050	3324329	0.000315853	1.23e-06
ET_SCN_3	SCN18_25_8_15_R2_B_SCNPILOT_EXPT_750_BF_Sphingobacteriia_47_330_48_20	195	29242	4755454	0.00614915	2.39e-05
ET_SCN_3	SCN18_25_8_15_R2_B_SCNpilot_BF_INOC_Bordetella_67_10-related_69_14	0	0	3143846	0	0
ET_SCN_3	SCN18_25_8_15_R2_B_Xanthomonadales_66_12	2823	423325	3496265	0.121079209	0.000470697
ET_SCN_3	SCN18_25_8_15_R3_B_WPS-2_62_28	74	11097	7653012	0.001450017	5.64e-06
ET_SCN_3	SCN18_25_8_15_R4_B_Xanthomonadales_70_612	24	3596	2676672	0.001343459	5.22e-06
ET_SCN_3	SCN18_25_8_15_R5_B_Rhodanobaceraceae_66_24	24103	3613657	3724418	0.970260857	0.003771898
ET_SCN_3	SCN18_26_2_15_R1_B_Micrococcales_64_47	7258	1088164	4082655	0.26653342	0.001036151
ET_SCN_3	SCN18_26_2_15_R1_B_Proprionibacteraceae_70_19	12564	1883703	4242603	0.443996999	0.001726043
ET_SCN_3	SCN18_26_2_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_66_12	569	85318	4868845	0.017523252	6.81e-05
ET_SCN_3	SCN18_26_2_15_R1_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_62_24	1229	184180	3582612	0.051409419	0.000199855
ET_SCN_3	SCN18_26_2_15_R1_F_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_33	771	115567	4873045	0.023715562	9.22e-05
ET_SCN_3	SCN18_26_2_15_R1_F_Chitinophagaceae_50_26	363111	54441202	7944810	6.852423406	0.026638861
ET_SCN_3	SCN18_26_2_15_R1_F_SCNPILOT_CONT_1000_BF_Chloroflexi_54_27_54_23	139972	20986366	8956367	2.343178434	0.009109129
ET_SCN_3	SCN18_26_2_15_R1_F_SCNPILOT_EXPT_300_BF_Thiobacillus_62_448_63_78	697	104469	3584500	0.029144651	0.0001133
ET_SCN_3	SCN18_26_2_15_R1_P_SCNPILOT_CONT_1000_BF_Mesorhizobium_65_39_65_22	128008	19191157	6615161	2.901086912	0.011278003
ET_SCN_3	SCN18_26_2_15_R2_B_Rhizobiales_60_31	157	23530	6552773	0.003590846	1.4e-05
ET_SCN_3	SCN18_26_2_15_R2_B_Rhizobiales_61_8	4127	618806	2996661	0.206498499	0.000802765
ET_SCN_3	SCN18_26_2_15_R2_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_18_67_34	74688	11197490	4186106	2.674917931	0.010398769
ET_SCN_3	SCN18_26_2_15_R2_B_SCNPILOT_CONT_750_BF_Rhodospirillales_68_10_70_15	5675	850700	5293473	0.160707347	0.000624751
ET_SCN_3	SCN18_26_2_15_R2_B_SCN_Variovorax_21x_67_25	10	1370	7857986	0.000174345	6.78e-07
ET_SCN_3	SCN18_26_2_15_R2_P_Planctomycetes_69_10	39	5850	6638716	0.000881194	3.43e-06
ET_SCN_3	SCN18_26_2_15_R2_P_SCNPILOT_CONT_500_P_Xanthomonadales_69_150_Rhodanobacter_68_51	176	26389	3833301	0.006884145	2.68e-05
ET_SCN_3	SCN18_26_2_15_R3_B_Saccharibacteria_TM7_47_55	0	0	938312	0	0
ET_SCN_3	SCN18_26_2_15_R4_B_Rhodanobacter_69_138	293916	44067135	4047913	10.88638392	0.042320921
ET_SCN_3	SCN18_26_2_15_R4_B_SCNPILOT_CONT_750_P_Burkholderiales_64_62_65_12	92	13797	5469709	0.002522438	9.81e-06
ET_SCN_3	SCN18_26_2_15_R4_P_Microbacterium_70_222	377681	56618881	2953160	19.1723039	0.074532515
ET_SCN_3	SCN18_26_2_15_R5_B_Alphaproteobacteria_66_27	3631	544413	7324041	0.074332326	0.000288968
ET_SCN_3	SCN18_26_2_15_R5_F_Sphingomonas_65_27	49	7350	3341277	0.002199758	8.55e-06
ET_SCN_3	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8_60_16	1824	273541	4609494	0.059342956	0.000230696
ET_SCN_3	SCN18_30_10_14_R1_B_SCNPILOT_EXPT_750_BF_Actinomycetales_70_150_73_20	0	0	2848058	0	0
ET_SCN_3	SCN18_30_10_14_R1_B_Sphingobium_66_9	16	2400	3875922	0.000619208	2.41e-06
ET_SCN_3	SCN18_30_10_14_R1_P_Bosea_67_18	9044	1355953	4815883	0.281558543	0.001094562
ET_SCN_3	SCN18_30_10_14_R1_P_Cytophagales_49_46	0	0	8175295	0	0
ET_SCN_3	SCN18_30_10_14_R1_P_Rhizobiales_62_27	4128	618866	5806422	0.106583021	0.000414343
ET_SCN_3	SCN18_30_10_14_R1_P_SCNPILOT_EXPT_1000_BF_Sphingomonas_65_55_65_26	30	4499	3585854	0.001254652	4.88e-06
ET_SCN_3	SCN18_30_10_14_R2_B_Alphaproteobacteria_64_8	67	10043	2659181	0.003776727	1.47e-05
ET_SCN_3	SCN18_30_10_14_R2_B_Bacteria_71_11	7	914	9007526	0.000101471	3.94e-07
ET_SCN_3	SCN18_30_10_14_R2_B_Bradyrhizobiaceae_62_135	17478	2619890	4799874	0.545824745	0.002121899
ET_SCN_3	SCN18_30_10_14_R2_B_Possibly_Chloroflexi_64_8	334	50088	3141211	0.015945443	6.2e-05
ET_SCN_3	SCN18_30_10_14_R2_B_Rhizobiales_63_8	219	32821	4692807	0.006993895	2.72e-05
ET_SCN_3	SCN18_30_10_14_R2_B_Rhizobiales_64_10	29	4345	4560801	0.000952684	3.7e-06
ET_SCN_3	SCN18_30_10_14_R2_B_Rhizobiales_64_7	9	1347	2659393	0.000506507	1.97e-06
ET_SCN_3	SCN18_30_10_14_R2_B_Rhizobiales_64_8	309	46337	3075841	0.015064823	5.86e-05
ET_SCN_3	SCN18_30_10_14_R2_B_Rhizobiales_67_7	101	15145	2127637	0.007118226	2.77e-05
ET_SCN_3	SCN18_30_10_14_R2_B_SCNPILOT_CONT_1000_P_Alphaproteobacteria_64_11_65_16	7097	1064090	3446473	0.308747522	0.001200259
ET_SCN_3	SCN18_30_10_14_R2_B_SCNPILOT_EXPT_1000_BF_Afipia_62_8-rel_65_16	360	53944	4019435	0.013420792	5.22e-05
ET_SCN_3	SCN18_30_10_14_R2_B_SCNPILOT_SOLID2_TRIM150_Alphaproteobacteria_62_41_63_12	5143	771165	3494698	0.220667136	0.000857846
ET_SCN_3	SCN18_30_10_14_R2_P_Burkholderiales_63_16	480	71976	5657395	0.012722463	4.95e-05
ET_SCN_3	SCN18_30_10_14_R2_P_Sphingomonas_67_78	78	11699	3183506	0.003674879	1.43e-05
ET_SCN_3	SCN18_30_10_14_R3_B_Delftia_65_125	1	150	4899136	3.06e-05	1.19e-07
ET_SCN_3	SCN18_30_10_14_R3_B_Leifsonia_70_93	0	0	3126661	0	0
ET_SCN_3	SCN18_30_10_14_R3_B_Rhizobiales_60_7	30	4499	4098479	0.001097724	4.27e-06
ET_SCN_3	SCN18_30_10_14_R3_B_Rhizobiales_64_9	0	0	5594316	0	0
ET_SCN_3	SCN18_30_10_14_R3_B_SCNPILOT_CONT_1000_P_Verrucomicrobia_61_8_61_17	21	3149	5110051	0.000616237	2.4e-06
ET_SCN_3	SCN18_30_10_14_R3_B_SCNPILOT_CONT_500_BF_Rhizobiales_64_17-related_63_20	579	86820	3709453	0.023405068	9.1e-05
ET_SCN_3	SCN18_30_10_14_R3_B_SCNPILOT_EXPT_500_BF_STEP10_Armatimonadetes_55_34_56_13	2	300	4448170	6.74e-05	2.62e-07
ET_SCN_3	SCN18_30_10_14_R3_B_SCNpilot_P_inoc_Thiobacillus_strain2_63_34_65_22	63	9450	2984013	0.003166876	1.23e-05
ET_SCN_3	SCN18_30_10_14_R3_P_Alphaproteobacteria_65_207	3592	538571	5203457	0.103502537	0.000402367
ET_SCN_3	SCN18_30_10_14_R3_P_Bosea_sp_LC85_SCNPILOT_EXPT_1000_BF_Rhizobiales_65_15_67_61	5	750	5551342	0.000135102	5.25e-07
ET_SCN_3	SCN18_30_10_14_R3_P_Burkholderiales_68_190	220	32988	4991047	0.006609435	2.57e-05
ET_SCN_3	SCN18_30_10_14_R3_P_CN-SCN_Devosia_27x_66_71	643	96384	4092090	0.023553734	9.16e-05
ET_SCN_3	SCN18_30_10_14_R3_P_CN-SCN_Microbacterium_27x_70_19	861	129123	2788097	0.046312234	0.000180039
ET_SCN_3	SCN18_30_10_14_R3_P_Caulobacterales_69_10	0	0	2395800	0	0
ET_SCN_3	SCN18_30_10_14_R3_P_Rhizobiales_65_8	6	900	3477740	0.000258789	1.01e-06
ET_SCN_3	SCN18_30_10_14_R3_P_SCNPILOT_EXPT_1000_BF_Afipia_62_8_62_188	2912	436520	3895075	0.112069729	0.000435672
ET_SCN_3	SCN18_30_10_14_R4_B_Microbacterium_70_78	2339	350448	3498495	0.100171074	0.000389416
ET_SCN_3	SCN18_30_10_14_R4_P_Alphaproteobacteria_64_8	3928	588890	5414201	0.108767665	0.000422835
ET_SCN_3	SCN18_30_10_14_R4_P_Microbacterium_70_55	2260	338874	3762096	0.090075851	0.000350171
ET_SCN_3	SCN18_30_10_14_R4_P_Rhizobiales_66_13	387	58006	4256458	0.013627763	5.3e-05
ET_SCN_3	SCN18_30_10_14_R4_P_SCNPILOT_CONT_300_BF_Rhizobiales_67_6-related_67_37	35095	5261278	5097286	1.032172415	0.00401258
ET_SCN_3	SCN18_30_10_14_R4_P_SCN_Variovorax_21x_69_13	38	5585	6119080	0.000912719	3.55e-06
ET_SCN_3	SCN18_30_10_14_R5_P_Alphaproteobacteria_65_16	15	2250	5322918	0.0004227	1.64e-06
ET_SCN_3	SCN18_30_10_14_R5_P_Burkholderiales_69_51	0	0	4428054	0	0
ET_SCN_3	SCN18_30_10_14_R5_P_Hydrogenophaga_sp_PBC_SCNpilot_P_inoc_Hydrogenophaga_70_12_70_78	0	0	4666461	0	0
ET_SCN_3	SCN18_30_10_14_R5_P_Sphingomonadales_65_13	1	150	5106904	2.94e-05	1.14e-07
ET_SCN_3	SCN18_31_3_15_R1_B_Nitrobacter_62_136	11231	1683981	3596918	0.468173308	0.001820028
ET_SCN_3	SCN18_31_3_15_R1_B_Nitrosospira_56_42	6685	1002338	3240699	0.309296852	0.001202394
ET_SCN_3	SCN18_31_3_15_R1_B_SCNPILOT_CONT_1000_BF_Rhizobiales_65_79_68_31	3849	577115	4431631	0.130226321	0.000506256
ET_SCN_3	SCN18_31_3_15_R3_B_SCNPILOT_EXPT_300_BF_Sphingomonas_67_13_68_146	10818	1621960	4444055	0.364972981	0.001418836
ET_SCN_3	SCN18_31_3_15_R4_B_Acidobacteria_62_15	31644	4744514	9385101	0.505536808	0.001965279
ET_SCN_3	SCN18_31_3_15_R4_B_SCNpilot_BF_INOC_Flavobacterium_39_30_40_63	0	0	3890927	0	0
